id,feature1,feature2,time
31643,19,37,0.7727508221867134
31644,55,51,0.08796698911422973
31645,11,77,0.6093539121367314
31646,8,27,0.4441518434478785
31647,58,39,0.3664844032615533
31648,35,62,0.21032528733791322
31649,50,1,0.12068900581165665
31650,82,92,0.6773811017755569
31651,98,91,0.4260133783350696
31652,54,98,0.26778193815343077
31653,62,86,0.46478059989088283
31654,58,38,0.9821668216870714
31655,50,37,0.3452984782882096
31656,77,8,0.1899781645833437
31657,18,83,0.806272444863622
31658,90,85,0.5853825070878822
31659,62,58,0.6675588368555205
31660,59,52,0.1776878804489267
31661,55,6,0.1072927039569217
31662,77,20,0.628226388335406
31663,65,34,0.8684135880864905
31664,22,38,0.7392986290963938
31665,9,15,0.3160188441255193
31666,46,66,0.46388653726985873
31667,26,8,0.2113897005811184
31668,28,63,0.602312467786155
31669,24,96,0.9891406646225123
31670,93,91,0.4763962508132956
31671,77,13,0.0943878493979674
31672,4,30,0.9541761143727385
31673,46,73,0.1374982981786742
31674,2,16,0.11959140310482252
31675,93,53,0.8063743721482927
31676,65,30,0.9549309744063933
31677,26,27,0.9751375977595637
31678,25,30,0.6447603578907688
31679,34,74,0.5581728328263005
31680,48,40,0.7179172850899147
31681,28,49,0.3369861776359151
31682,97,34,0.42797018248061636
31683,48,82,0.26033912282572613
31684,9,99,0.7279340739473141
31685,65,40,0.37407979758869536
31686,51,34,0.7814273953264645
31687,12,43,0.19444935183078527
31688,91,45,0.7545251538588752
31689,28,86,0.7345078913856498
31690,99,53,0.4377736961732057
31691,41,51,0.7069844708371357
31692,21,1,0.569168301876987
31693,54,41,0.5776818235302459
31694,97,87,0.0758506059326981
31695,38,29,0.742290777624471
31696,59,53,0.3974894353716183
31697,46,52,0.20247489081384817
31698,4,83,0.6909131078474798
31699,78,59,0.638857153520165
31700,11,3,0.3556791964473528
31701,50,55,0.9731834514484375
31702,34,40,0.3160507991141256
31703,97,20,0.356052252981219
31704,24,35,0.861818447406108
31705,15,20,0.24966609668629758
31706,24,75,0.22176212337726653
31707,83,95,0.7244548530939388
31708,94,21,0.8093670039977727
31709,70,20,0.5218576549724305
31710,83,23,0.7789027096268926
31711,36,29,0.46000056827031977
31712,4,70,0.27408295618589795
31713,80,95,0.7076025466808976
31714,31,17,0.9093930704712562
31715,9,72,0.32934578587898244
31716,86,28,0.7148321424243023
31717,20,70,0.3061179912820211
31718,64,64,0.04928796597915519
31719,41,24,0.2802831481710446
31720,84,24,0.834159765968252
31721,71,39,0.18473402571885034
31722,32,47,0.12848012448760182
31723,22,95,0.9131861980070148
31724,91,38,0.843741673429437
31725,78,80,0.4703967990766208
31726,55,58,0.9315477715206189
31727,4,81,0.5953621273987781
31728,70,42,0.2545854979480351
31729,59,71,0.41976252237257605
31730,7,19,0.3953709342685605
31731,95,80,0.4349118240723042
31732,28,96,0.7274624349023704
31733,23,69,0.4483544921808018
31734,6,14,0.5000859873901304
31735,9,14,0.8859872373394135
31736,64,85,0.5889966540570036
31737,57,58,0.34978804229537297
31738,71,32,0.4285843702591291
31739,92,73,0.7287191080501404
31740,77,6,0.6083007015549533
31741,19,21,0.21781785815225396
31742,65,26,0.40580805877255754
31743,84,59,0.8703304698073512
31744,31,37,0.33699629711421
31745,54,58,0.8784730923655378
31746,56,59,0.4486171157625335
31747,78,1,0.3866292132490903
31748,24,8,0.40480072179949445
31749,16,91,0.20086194202777996
31750,68,4,0.7737978293139702
31751,61,53,0.5274307781617797
31752,54,80,0.10300634943556208
31753,25,46,0.87136303965138
31754,38,70,0.750448771268087
31755,55,68,0.026141845032290778
31756,45,65,0.8034180061401851
31757,74,98,0.12627235002438686
31758,74,9,0.2743068225175379
31759,5,93,0.4107923895931658
31760,49,63,0.4342325534335776
31761,36,7,0.02735912580585198
31762,83,79,0.032902890532791385
31763,24,67,0.5680662387421352
31764,29,75,0.9465667248855762
31765,20,57,0.3366709422277855
31766,3,22,0.8164397010489116
31767,13,80,0.7135238494698405
31768,41,50,0.23791177227267724
31769,24,1,0.09774356272533902
31770,71,4,0.6825929830905961
31771,81,48,0.13150835650563342
31772,23,11,0.06916804038784874
31773,69,46,0.8897629868777235
31774,36,73,0.8620194085960171
31775,15,57,0.6603623930501228
31776,7,0,0.806883740553354
31777,2,18,0.8230907523750058
31778,13,55,0.4046585003143863
31779,60,12,0.7359165968796799
31780,16,20,0.27508942473853326
31781,21,73,0.7961799518147454
31782,21,65,0.7514981165821829
31783,22,47,0.6839483828730132
31784,5,57,0.6914859773657414
31785,32,26,0.08002983541860365
31786,39,71,0.7118325694466437
31787,56,48,0.47349825703120674
31788,73,68,0.26625642025013363
31789,84,81,0.3275506533983583
31790,33,82,0.30210854887688754
31791,98,64,0.8150004372409727
31792,89,21,0.2160363711110307
31793,51,49,0.7486723519782026
31794,20,40,0.6719085912211692
31795,95,77,0.1272437483605695
31796,99,47,0.17720005492275737
31797,65,54,0.5476501009371906
31798,95,53,0.4997791247098381
31799,78,54,0.4702364728920456
31800,91,69,0.9885045831428111
31801,87,14,0.7481563454911819
31802,61,19,0.5517311876400833
31803,73,86,0.2402870464756146
31804,33,30,0.5209351949175103
31805,48,15,0.6495069151118479
31806,89,77,0.8572861457279572
31807,32,1,0.7761524077597034
31808,76,66,0.3963067344089988
31809,43,65,0.28688210936779823
31810,74,64,0.7024410335804802
31811,92,8,0.7771590140970215
31812,85,80,0.4100346774800683
31813,47,63,0.55651084864226
31814,94,62,0.9726597339319384
31815,10,8,0.7314284895134531
31816,60,88,0.5832914209238179
31817,33,43,0.4271412718536557
31818,24,70,0.14613322990998212
31819,54,56,0.6065442409371694
31820,39,78,0.5669388951986135
31821,60,68,0.9857339926878644
31822,90,90,0.42272201424028977
31823,92,77,0.31483662008254143
31824,3,80,0.732808648400973
31825,39,1,0.14076496567193386
31826,75,90,0.9157966377721205
31827,50,82,0.8611751256087784
31828,27,7,0.02977960864721929
31829,18,59,0.3077435383977484
31830,76,22,0.9254067644745037
31831,30,57,0.41659847002458483
31832,36,27,0.7667878755044845
31833,72,25,0.9033197995511498
31834,9,36,0.421263636572352
31835,54,38,0.762926638289469
31836,12,22,0.3202238242368629
31837,54,69,0.6407542948347024
31838,92,25,0.8518954316436169
31839,48,38,0.13202564537560235
31840,88,83,0.3718992218303472
31841,49,84,0.7598802129465149
31842,28,35,0.5032680379516309
31843,90,15,0.11368927461194822
31844,13,61,0.37371164519498745
31845,14,73,0.5896423361707318
31846,36,91,0.6172775760625661
31847,58,56,0.9650815355027289
31848,43,20,0.6735348068589948
31849,19,35,0.4459754753636671
31850,64,58,0.21432364532262316
31851,56,21,0.10941879471537341
31852,78,65,0.9113548258914519
31853,72,21,0.197160392882458
31854,16,21,0.19073101026733263
31855,40,54,0.2948409679644347
31856,89,34,0.08492198417741248
31857,61,32,0.007395297415583535
31858,20,95,0.06616895764489361
31859,83,28,0.32771235490498807
31860,14,87,0.2709663499344249
31861,19,48,0.8832364304204673
31862,22,15,0.667190235442298
31863,47,71,0.732050128109138
31864,7,44,0.1624717287673091
31865,99,71,0.7902749737136798
31866,2,80,0.0066114384402270465
31867,11,15,0.11125116820222447
31868,90,19,0.9353565522630939
31869,21,14,0.9350254635917153
31870,41,62,0.3299578998182523
31871,27,63,0.743215088008433
31872,16,99,0.4828903843757354
31873,19,28,0.8830243643784832
31874,93,43,0.3167976476141591
31875,77,20,0.2204798702748767
31876,69,95,0.6743352205494452
31877,37,96,0.5465431807253769
31878,55,7,0.3679054386428823
31879,19,96,0.22326729878303875
31880,50,10,0.43626021383637414
31881,35,16,0.493726365483771
31882,59,5,0.8500444643687911
31883,39,8,0.8032001790589357
31884,85,83,0.1314761886807403
31885,49,75,0.7083231763226308
31886,13,20,0.3581312868190133
31887,45,65,0.5557894922725586
31888,62,53,0.2969327907963456
31889,78,62,0.10451565913031602
31890,54,47,0.636304737623553
31891,47,66,0.1581760361676281
31892,98,17,0.8586436276069037
31893,60,66,0.8588156563012774
31894,34,45,0.2591882191342494
31895,24,3,0.44466391113955706
31896,92,11,0.4289032255044072
31897,33,33,0.6038787228633548
31898,37,12,0.5887818395765313
31899,51,37,0.23145562239911477
31900,58,63,0.5763608849684044
31901,8,69,0.5390444162615948
31902,46,86,0.6531153331721263
31903,18,90,0.11716423554024791
31904,65,67,0.8242812636630246
31905,88,80,0.6998690691257008
31906,23,79,0.9603339060347685
31907,1,35,0.6941719028604101
31908,16,45,0.6662340290570532
31909,64,14,0.04716401237225043
31910,88,30,0.5998741359769236
31911,8,29,0.9510875497677354
31912,83,38,0.2835125099770054
31913,49,4,0.019620158452381742
31914,32,63,0.2721540321767866
31915,47,41,0.21555738744384578
31916,93,39,0.6246225485049468
31917,90,82,0.6239697706787383
31918,10,77,0.05216649882797397
31919,19,49,0.9422967827613905
31920,43,56,0.6485441357838025
31921,74,1,0.11911503948657232
31922,23,53,0.388510226366662
31923,58,5,0.2519071713361074
31924,37,93,0.21381453412267482
31925,95,54,0.985859352686665
31926,44,37,0.5696960805245184
31927,73,30,0.6851591254140812
31928,25,10,0.8166639641790835
31929,57,73,0.45964910377401125
31930,70,45,0.6083913693660267
31931,67,82,0.4141555392817641
31932,83,61,0.054666892569133596
31933,12,49,0.47727837224310243
31934,78,28,0.7361553153843284
31935,74,11,0.06858627454144028
31936,40,34,0.4238932637547297
31937,66,44,0.6708623952499879
31938,29,6,0.7534174495835876
31939,66,73,0.2970258055798284
31940,16,74,0.930165476617173
31941,96,36,0.5278344226251964
31942,61,31,0.7149132508398911
31943,90,67,0.35356211689109485
31944,1,84,0.029514523613911603
31945,63,10,0.6077973615822132
31946,15,43,0.7452160986536682
31947,82,41,0.6473690222556284
31948,88,4,0.9241375269163262
31949,8,48,0.7339411335331532
31950,66,85,0.8525801978501301
31951,34,79,0.4850837792208319
31952,27,47,0.4452920332452017
31953,55,82,0.6225740326039979
31954,92,83,0.2086252634505934
31955,58,41,0.7113093295112718
31956,82,33,0.11167489311414025
31957,27,30,0.9528763209098144
31958,51,11,0.8508576742912246
31959,32,61,0.5061103180850703
31960,83,74,0.45434251567872597
31961,96,76,0.8421537448661266
31962,30,23,0.9616671582835324
31963,87,83,0.6367387887326379
31964,71,75,0.9231365135958333
31965,4,34,0.2661150295087933
31966,23,70,0.8379519027024833
31967,45,74,0.5425344137614275
31968,76,5,0.58746492149499
31969,33,16,0.3175211379282201
31970,1,81,0.8368721229224971
31971,10,45,0.09722190440788903
31972,42,33,0.07357093843744145
31973,5,10,0.023316294602647947
31974,45,83,0.11184782154402151
31975,69,40,0.896227203978235
31976,9,28,0.003926811491171689
31977,10,9,0.7166635353314917
31978,44,99,0.7702099176375383
31979,31,27,0.6490768709130719
31980,79,99,0.4322354160700098
31981,93,21,0.6024352324088711
31982,52,96,0.6149123673721175
31983,14,31,0.7002159289274008
31984,48,47,0.5067328559323333
31985,10,86,0.3090939998916127
31986,30,93,0.9829484246361715
31987,43,63,0.39819274167989227
31988,78,18,0.6482865904696437
31989,81,36,0.5686594071614232
31990,98,27,0.32432141921582935
31991,98,15,0.3338462035004981
31992,63,60,0.015122312962676188
31993,61,30,0.33505153417153255
31994,37,91,0.6845997030636036
31995,73,67,0.017593370457131163
31996,75,59,0.04954624145538933
31997,67,1,0.9411452636067469
31998,24,70,0.4740431733405557
31999,16,5,0.5284197093069914
32000,93,69,0.09378913407608636
32001,53,87,0.30870402181171763
32002,62,58,0.07929487726731366
32003,53,51,0.8760215071113368
32004,70,63,0.5743475264141151
32005,70,51,0.8116820417939012
32006,82,17,0.7519296985406893
32007,38,84,0.8643648054807848
32008,27,16,0.03649334495811041
32009,24,10,0.4452910596610974
32010,64,79,0.38432010358249014
32011,93,36,0.01501923724875398
32012,73,52,0.10739824624327321
32013,14,67,0.4336996993851977
32014,9,14,0.6197200713637981
32015,6,49,0.4376022597402889
32016,15,34,0.879848807525628
32017,0,81,0.49366978295267794
32018,53,79,0.33644000716926237
32019,51,60,0.24799328512234853
32020,92,42,0.06580369995269653
32021,19,28,0.5042196122985088
32022,1,26,0.7910237195511884
32023,60,40,0.4793652406297909
32024,64,92,0.6963434334552014
32025,81,75,0.7478737535333004
32026,87,30,0.9231177452962799
32027,59,34,0.40856364990548477
32028,27,51,0.10018537048553422
32029,64,10,0.208398800918984
32030,67,49,0.41503258421091027
32031,0,11,0.4345317014371871
32032,70,77,0.024752201006861485
32033,15,85,0.9710328971156205
32034,35,39,0.719158915852614
32035,62,63,0.3379452135970338
32036,30,61,0.360783261386708
32037,97,73,0.6426597979666688
32038,53,28,0.21314382748514482
32039,79,87,0.2798840275282468
32040,35,57,0.32653586744524155
32041,26,73,0.1554669792309663
32042,92,15,0.1598650050254471
32043,39,20,0.2779501717373021
32044,13,41,0.9999521541471353
32045,97,20,0.7923656803523611
32046,61,37,0.08739838130607225
32047,98,54,0.46869787381379246
32048,14,82,0.2449201497518435
32049,24,11,0.5605793769440275
32050,14,1,0.2510122097514419
32051,61,5,0.7501120740012234
32052,29,56,0.007012553218646467
32053,37,54,0.9373128384271336
32054,73,37,0.6053512511167101
32055,19,40,0.021501307030812766
32056,53,35,0.8742414215717036
32057,45,50,0.11405399961599738
32058,11,45,0.7971871131497873
32059,57,46,0.10361380008963272
32060,39,83,0.0614912266841241
32061,22,49,0.6228739462615455
32062,29,67,0.4283660110054349
32063,84,22,0.30956206597404334
32064,21,20,0.7564345865619694
32065,18,60,0.35881308005610035
32066,93,54,0.787016078583323
32067,10,69,0.955816567281221
32068,68,27,0.8480414345504
32069,45,21,0.4189086796012885
32070,11,19,0.010893642433491335
32071,46,18,0.4233415121294827
32072,27,68,0.315577646727652
32073,53,2,0.08084612964944571
32074,4,90,0.0809789998085717
32075,36,68,0.8007805103096841
32076,95,34,0.4870483178160202
32077,72,70,0.5671322265516148
32078,25,35,0.4451362004018946
32079,59,56,0.46897790353582214
32080,2,75,0.7084984455050911
32081,19,43,0.9808716095337503
32082,77,62,0.32207978859420217
32083,99,43,0.3379120914483392
32084,83,3,0.8207399820146034
32085,53,93,0.9151891933485105
32086,83,18,0.00957079221952073
32087,27,99,0.8585426268122849
32088,86,67,0.022303259185672664
32089,87,51,0.5883945981432521
32090,90,11,0.13233078935215947
32091,8,90,0.7181673442558018
32092,84,49,0.2675446513791958
32093,55,54,0.28959930214773055
32094,67,54,0.2727746612939147
32095,21,83,0.6561619489454112
32096,26,4,0.8131867431207924
32097,12,72,0.6349387966707953
32098,48,20,0.7654806944805701
32099,37,14,0.2861025150530443
32100,64,31,0.12737447084428288
32101,28,69,0.5933097346908036
32102,32,23,0.9487517128557873
32103,55,54,0.6858741700924734
32104,38,88,0.1347075842600457
32105,68,74,0.09547169496760388
32106,52,22,0.277898762262478
32107,25,70,0.29568096933186205
32108,8,32,0.9214398768085827
32109,55,70,0.8584631053779133
32110,85,20,0.30954033797679437
32111,33,86,0.589157988936556
32112,6,77,0.6420036725038011
32113,30,14,0.25071562435258377
32114,30,94,0.524279381524398
32115,94,47,0.695669601241233
32116,52,90,0.8459876689703392
32117,56,38,0.6848703056887024
32118,62,28,0.7903158730034759
32119,5,85,0.3743521055189015
32120,35,85,0.1525761670343465
32121,78,85,0.08454118648362519
32122,97,19,0.2144267165034709
32123,74,9,0.015058692981683497
32124,15,51,0.6337136895953648
32125,4,31,0.08704222265050698
32126,29,26,0.018538754447354755
32127,18,21,0.38401826959236895
32128,73,79,0.0665754702609046
32129,73,98,0.4141542629225913
32130,5,37,0.9997910363772036
32131,73,6,0.9049508352204322
32132,5,62,0.6129622030734557
32133,67,93,0.991291432957029
32134,18,41,0.20821614457114646
32135,80,85,0.5910941179700059
32136,94,62,0.28994947866777876
32137,25,32,0.3663000015949045
32138,59,24,0.09392209848598332
32139,20,21,0.09310913479418947
32140,9,15,0.49758746843022694
32141,24,81,0.6728857731801788
32142,7,86,0.28741122943328345
32143,26,24,0.05915311914357979
32144,0,7,0.23412298680088117
32145,78,82,0.5388601458096526
32146,15,34,0.5094065445700307
32147,41,41,0.8004530913966381
32148,57,13,0.3639070640747035
32149,78,4,0.6151175103706518
32150,37,54,0.3388232993392498
32151,72,9,0.09795734104204668
32152,37,98,0.5520110535478289
32153,74,12,0.657502970202581
32154,41,51,0.6028016917717999
32155,34,91,0.18243801486456002
32156,89,74,0.403525284038012
32157,16,39,0.30768168563893006
32158,39,19,0.2845907124878362
32159,68,51,0.44654104532642747
32160,88,11,0.2438637920170097
32161,1,72,0.6536560758567499
32162,78,6,0.8257320826105491
32163,83,56,0.912205092382011
32164,72,30,0.7395584495393377
32165,41,74,0.46123080766366886
32166,20,45,0.30013671245163065
32167,33,2,0.1127349859297887
32168,87,58,0.785434240270623
32169,68,67,0.6947247965685229
32170,52,4,0.524943277339733
32171,20,21,0.47914210929048695
32172,33,42,0.08055262694964882
32173,33,29,0.7023615323049252
32174,55,5,0.3668963269229859
32175,54,13,0.7086575447919812
32176,76,87,0.8401390218748932
32177,97,16,0.022343844861628215
32178,87,89,0.7663486311261307
32179,7,20,0.9384447039167612
32180,60,27,0.623116651092686
32181,77,20,0.010783186911272113
32182,80,60,0.6999903652235493
32183,40,35,0.614598940013189
32184,6,82,0.7191649724529776
32185,71,94,0.9358572060591902
32186,12,21,0.3715326638642583
32187,65,21,0.04752049657730717
32188,94,82,0.8072317019332137
32189,57,81,0.9559970347837988
32190,52,27,0.7219851970171666
32191,38,12,0.25696355693924333
32192,73,57,0.212340057168678
32193,57,56,0.9548720350254583
32194,41,13,0.14623033152287457
32195,96,64,0.32745042176943295
32196,53,89,0.5023986785438821
32197,12,87,0.5574073549661672
32198,53,91,0.545946883213633
32199,43,82,0.007251511501398911
32200,59,5,0.45150918015954655
32201,87,2,0.0006424155006756749
32202,15,83,0.30916153513335365
32203,6,6,0.7789475191193572
32204,80,22,0.7449585390048653
32205,28,55,0.8835845979222962
32206,13,14,0.7663688084070711
32207,0,32,0.9050736144272777
32208,15,5,0.962352867073555
32209,61,74,0.5137086548299612
32210,74,21,0.41798423332773116
32211,69,80,0.3407109126135397
32212,97,44,0.477272388569821
32213,47,94,0.23099945411624645
32214,99,23,0.9525627546000768
32215,34,40,0.8204264795486346
32216,20,88,0.8312885849997081
32217,74,87,0.6971346370568285
32218,48,91,0.6617161366896225
32219,82,96,0.6339614979891175
32220,24,38,0.18679913082095778
32221,91,44,0.7762558649129392
32222,74,85,0.29798586227339374
32223,14,38,0.5308648075096994
32224,16,97,0.21140243948466875
32225,57,44,0.28809234926531213
32226,50,17,0.037709889274406994
32227,99,96,0.5554863089683478
32228,96,30,0.18463975825598122
32229,48,40,0.964109898767864
32230,17,61,0.7654515760646353
32231,58,72,0.5112611810054092
32232,58,10,0.3395684450269799
32233,1,36,0.9643294457747665
32234,69,35,0.8981834901614593
32235,9,22,0.11681047302041914
32236,33,37,0.29243759981821427
32237,47,15,0.16466834749689574
32238,93,44,0.18997923614648127
32239,56,11,0.07105019303448656
32240,14,88,0.8462319187288652
32241,60,47,0.11300920995014818
32242,25,66,0.9911834082605544
32243,14,98,0.5160418094954712
32244,20,52,0.4857255302305863
32245,27,87,0.979047571135174
32246,95,43,0.6259665655816399
32247,50,39,0.672905300500947
32248,50,90,0.10603022052460132
32249,22,87,0.07727484239019267
32250,7,85,0.3311729859118092
32251,77,76,0.08142995560501587
32252,60,96,0.08626815359305406
32253,41,5,0.4779133995231337
32254,82,41,0.5022271784179694
32255,18,55,0.6522797686863868
32256,96,22,0.45565304975212717
32257,93,81,0.5306953396480196
32258,66,49,0.5824030067737331
32259,89,9,0.4756657586707377
32260,61,56,0.4861818872070105
32261,64,17,0.959477879408445
32262,24,27,0.39439289615034046
32263,74,18,0.1537534619083717
32264,6,92,0.3249009376255295
32265,93,56,0.6967125547873146
32266,57,22,0.5260804011382614
32267,53,3,0.5854452271748168
32268,5,27,0.7783871245744824
32269,50,8,0.7646549741034058
32270,20,71,0.09036392591555575
32271,69,69,0.22913139118403159
32272,5,50,0.9572245057904847
32273,24,58,0.35926239492526957
32274,7,73,0.6377852991935734
32275,32,12,0.5034979098306984
32276,82,48,0.09104112155212452
32277,35,89,0.7151248876904094
32278,50,61,0.43998168145155625
32279,90,25,0.44419992021469645
32280,70,88,0.20461597102310491
32281,25,16,0.40848274911568405
32282,69,12,0.5532369933109055
32283,45,97,0.47498374813276667
32284,22,52,0.12661090727469326
32285,82,33,0.014130297337472508
32286,78,80,0.24973655064874256
32287,88,95,0.12122821880785706
32288,68,60,0.36514983713304905
32289,5,17,0.780503185714012
32290,67,60,0.8806871635768863
32291,81,53,0.926660571138608
32292,70,99,0.3540072223562072
32293,76,94,0.10749982065297425
32294,75,4,0.3271100654289657
32295,57,13,0.12267197787377881
32296,76,75,0.3782786208867567
32297,89,29,0.0870943939834935
32298,73,51,0.9540560986351084
32299,3,85,0.2783083191595064
32300,75,57,0.7962346766711441
32301,76,4,0.565603469420265
32302,15,75,0.8059345875961155
32303,52,95,0.8529017491037627
32304,92,6,0.009873488611531256
32305,62,54,0.5453503912939579
32306,51,83,0.9919041224481105
32307,96,16,0.2626112083544059
32308,28,57,0.6205865310859129
32309,79,80,0.06525032535619457
32310,17,63,0.8057112537616931
32311,64,56,0.13469410442537633
32312,22,14,0.6549062473040947
32313,76,66,0.805965030000983
32314,68,91,0.8650055581225995
32315,58,39,0.7083336256108411
32316,55,20,0.8544764927881441
32317,26,41,0.5709028392353045
32318,39,36,0.13689428488666822
32319,79,70,0.020739542387157806
32320,6,24,0.6513940471628208
32321,10,88,0.030939495370851278
32322,41,15,0.4294934048878808
32323,3,69,0.5385698510570345
32324,81,82,0.7442230324043455
32325,35,10,0.33674797399629397
32326,55,43,0.5456943604217455
32327,55,72,0.9462732153444303
32328,10,44,0.6336017169808622
32329,68,45,0.9210804848829349
32330,99,10,0.3594229686141176
32331,35,5,0.9433014423732939
32332,11,11,0.03213993807648141
32333,95,50,0.6746287164926119
32334,47,86,0.3832443200343931
32335,49,99,0.4598582787485703
32336,18,53,0.05808441701633105
32337,29,88,0.6075835851166675
32338,47,2,0.2871701817669441
32339,40,39,0.630043652342484
32340,2,71,0.7120308846002288
32341,83,52,0.06493848833768345
32342,28,88,0.02140299133759438
32343,20,39,0.851848186575182
32344,43,88,0.4259442810108406
32345,35,70,0.5332831543962137
32346,30,19,0.5755710327425436
32347,60,4,0.4328721074340087
32348,9,58,0.8702536675331499
32349,7,3,0.2905999470335736
32350,35,79,0.42580176672297465
32351,11,70,0.6409071960662678
32352,0,28,0.03419931063570292
32353,8,49,0.4223288573731069
32354,22,11,0.9633672718310193
32355,41,41,0.6468095306053708
32356,3,19,0.47440111226811577
32357,11,67,0.6359174237616687
32358,35,36,0.738807733885585
32359,48,20,0.7383509075404593
32360,23,64,0.4617623873896777
32361,56,64,0.3196458367898395
32362,35,90,0.38976096466794474
32363,47,14,0.2780579855131673
32364,91,54,0.18106069440176675
32365,57,0,0.4395691943486496
32366,56,71,0.8320199562369458
32367,10,55,0.7747472842750223
32368,96,23,0.20756014139394174
32369,67,51,0.1774391313729471
32370,57,53,0.510361895683806
32371,69,14,0.6276216077731556
32372,39,70,0.0390837586702647
32373,76,59,0.17381559412559244
32374,98,58,0.23070784638912745
32375,27,73,0.18381768092661932
32376,68,59,0.40061339098441373
32377,71,72,0.3348586007004577
32378,60,30,0.3630815289151481
32379,4,39,0.6189596547248347
32380,39,87,0.5815241622626822
32381,81,36,0.6585175542746232
32382,98,73,0.3003717697803816
32383,10,67,0.22902849194272468
32384,83,36,0.29465839187558707
32385,49,44,0.5632096090633312
32386,78,42,0.2833134525939718
32387,75,85,0.9955504951766387
32388,91,49,0.27729355212753926
32389,83,31,0.3214654060629133
32390,67,71,0.29095769945111005
32391,60,53,0.47923918243222263
32392,69,12,0.8226081699455274
32393,79,58,0.314717242060344
32394,54,63,0.2910582567553389
32395,81,5,0.23281411803786256
32396,65,70,0.9164551462326158
32397,39,33,0.5894376675996009
32398,65,66,0.17867913975671634
32399,17,60,0.03479385342982777
32400,1,4,0.34334250557655766
32401,94,98,0.167959006788288
32402,81,59,0.6240820308906272
32403,86,64,0.7664773849965282
32404,86,24,0.9392125953488606
32405,29,33,0.030934138832740654
32406,91,44,0.7231368624967786
32407,52,18,0.7913361007089867
32408,25,96,0.19389432245481975
32409,23,14,0.10976946834856338
32410,70,95,0.07810030908075472
32411,30,86,0.5515958873034559
32412,56,94,0.9654401584729988
32413,79,9,0.13887774521124296
32414,72,95,0.09496568303088482
32415,83,26,0.6199109007300512
32416,23,51,0.3785996254529371
32417,48,25,0.6434180270400899
32418,41,79,0.9722121846956077
32419,8,57,0.039441713440006465
32420,37,81,0.683271268174324
32421,43,49,0.42204551489569064
32422,23,3,0.4241487594731782
32423,13,13,0.6774984878176905
32424,29,64,0.3964402929226224
32425,45,52,0.31540769612254094
32426,42,79,0.17957160294424346
32427,14,93,0.5735458250256915
32428,6,77,0.6468528663580684
32429,64,79,0.78727788833703
32430,52,91,0.2691052282033435
32431,27,25,0.4941819546852574
32432,51,23,0.04123646348191479
32433,11,13,0.9096408785895225
32434,44,83,0.45260433333702343
32435,47,41,0.41099100346040196
32436,98,93,0.8804651198987542
32437,60,92,0.7937225861175589
32438,60,53,0.24949624171699858
32439,23,94,0.5558206060953123
32440,30,57,0.7100866892256267
32441,80,82,0.6250077491173626
32442,98,2,0.8410435202869577
32443,44,20,0.3918424936465964
32444,25,60,0.45168404955629593
32445,43,18,0.15253358882833679
32446,25,38,0.2642544874816727
32447,78,53,0.7131524997422517
32448,71,46,0.5014951169209514
32449,45,61,0.39558378989815135
32450,56,67,0.4419480094471657
32451,0,79,0.14146179859183572
32452,16,41,0.028750827684840496
32453,95,88,0.5400109643723642
32454,18,49,0.5193257681230296
32455,0,6,0.3968893163476639
32456,12,57,0.6923147614732537
32457,8,86,0.8112910293558779
32458,7,66,0.2775335127414915
32459,34,95,0.6329090854205943
32460,53,30,0.7724995551739923
32461,44,24,0.1819629666503455
32462,7,35,0.26576270412823844
32463,16,18,0.9154308621197839
32464,82,47,0.15971064917321676
32465,63,47,0.7736361658705848
32466,78,8,0.3187586508663045
32467,5,95,0.8759236236066884
32468,20,34,0.149765302080474
32469,29,6,0.4863157166126605
32470,68,33,0.7289311277349497
32471,80,79,0.5498206513130169
32472,96,83,0.7579885137748461
32473,13,95,0.2702305587023265
32474,36,59,0.6093855188210261
32475,90,51,0.0855238994664177
32476,11,32,0.4763082593100276
32477,75,3,0.9894109170961157
32478,2,47,0.5290921114558715
32479,62,0,0.3328918462160755
32480,9,33,0.7716524122905621
32481,99,81,0.6774704626510177
32482,49,89,0.8745948193386565
32483,51,3,0.5773288723380657
32484,12,82,0.37439160222329826
32485,24,72,0.7986512306787866
32486,52,25,0.9076105548310841
32487,31,0,0.621210656727157
32488,93,8,0.4780234330719826
32489,30,35,0.0799396047790738
32490,94,45,0.7655242547693927
32491,21,49,0.11008626067896343
32492,57,70,0.690672644675829
32493,77,99,0.625053224524081
32494,38,75,0.4450125351041314
32495,38,79,0.9073037528790466
32496,28,97,0.4719235461386445
32497,81,16,0.09419216446601031
32498,58,26,0.7424496891719913
32499,95,75,0.5938130186311753
32500,75,91,0.3926626831787492
32501,36,36,0.5264763797239501
32502,71,19,0.6637188039739133
32503,68,22,0.5485681466694686
32504,79,13,0.6876848818887081
32505,53,42,0.7357924612887395
32506,28,9,0.025820441017292972
32507,76,59,0.9618083401515046
32508,5,84,0.5301175954913983
32509,30,50,0.27230532463571067
32510,42,80,0.2096563874888503
32511,98,63,0.6905378910033145
32512,65,36,0.36634299183887653
32513,74,19,0.45120356237626325
32514,37,96,0.09613534948636482
32515,32,11,0.129411833749437
32516,52,26,0.6225524591582327
32517,36,40,0.6454618325981006
32518,4,96,0.043958212556961085
32519,44,12,0.4759105927297298
32520,50,89,0.1813649972096596
